street_name,street_class_code,new_area_code,surface_type_code,Subarea,Subarea EA,line_length,route_no,year_built,os_sheets,road_start,road_finish,Irish
BALFE ROAD EAST,6,4,2,10,18,241,missing,0,332710,MOERAN ROAD,missing,missing
BALFE STREET,6,5,1,13,5,61,missing,0,326315,HARRY STREET,CHATAM STREET,Sráid Balfe
BALLS LANE,6,1,2,7,7,55,missing,0,326304,OFF ANNE STREET NORTH,missing,missing
BALLSBRIDGE AVENUE,6,5,2,17,30,222,missing,0,326418,MERRION ROAD,BEATTYS AVE,Ascaill Dhroichid na Dothra
BALLSBRIDGE PARK,6,5,1,,,0,missing,1990,,MERRION ROAD,missing,missing
BALLSBRIDGE TERRACE,6,5,3,13,26,81,missing,0,326423,PEMBROKE ROAD,missing,Ardán Dhroichid na Dothra
BALLYBOGGAN ROAD,4,1,1,11,19,1678,missing,0,319701,RATOATH ROAD,FINGLAS ROAD,Bóthar Bhaile Uí Bhogáin
BALLYBOUGH AVENUE,6,1,1,13,13,168,missing,0,319817,SPRING GARDEN LANE,missing,Ascaill  Bhaile Bocht
BALLYBOUGH COTTAGES,6,1,1,13,13,47,missing,0,319817,BALLYBOUGH ROAD,missing,Iostáin Bhaile Bocht
BALLYBOUGH COURT,6,1,1,13,13,0,missing,0,319817,BALLYBOUGH AVENUE,missing,Cúirt  Bhaile Bocht
BALLYBOUGH LANE,6,1,2,13,13,47,missing,0,319817,BALLYBOUGH ROAD,missing,Lána Bhaile Bocht
BALLYBOUGH ROAD,2,1,1,R12,R12,580,R803,0,319816,SUMMERHILL PLACE,RICHMOND ROAD,Bóthar Bhaile Bocht
BALLYFERMOT AVENUE,6,4,2,2,10,458,missing,0,326213,KYLEMORE AVE,BALLYFERMOT ROAD,Ascaill Baile Thormaid
BALLYFERMOT CRESCENT,6,4,2,2,10,410,missing,0,326213,BALLYFERMOT AVENUE,BALLYFERMOT AVENUE,Corrán Baile Thormaid
BALLYFERMOT DRIVE,6,4,2,2,10,624,missing,0,326213,BALLYFERMOT PARADE,BALLYFERMOT AVE.,Ascaill Baile Thormaid
BALLYFERMOT PARADE,6,4,2,2,10,517,missing,0,326213,KYLEMORE AVE,BALLYFERMOT ROAD,Paráid Bhaile Thormod
BALLYFERMOT ROAD,6,4,3,R01,R10,72,missing,0,326204,SARSFIELD ROAD,CO. BORO. BOUNDARY,Bóthar Baile Thormaid
BALLYFERMOT ROAD,6,4,3,R01,R10,392,missing,0,326204,SARSFIELD ROAD,CO.BORO. BOUNDARY,Bóthar Baile Thormaid
BALLYFERMOT ROAD,6,4,2,R01,R10,209,missing,0,326204,SARSFIELD ROAD,CO.BORO. BOUNDARY,Bóthar Baile Thormaid
BALLYFERMOT ROAD,2,4,1,R01,R10,3052,R833,0,326204,SARSFIELD ROAD,CO.BORO. BOUNDARY,Bóthar Baile Thormaid
BALLYGALL AVENUE,6,2,2,6,6,136,missing,0,313113,BALLYGALL ROAD WEST,FINGLAS PARK,Ascaill Bhaile Gall
BALLYGALL CRESCENT,3,2,1,6,6,188,missing,0,313117,BALLYGALL PARADE,GLASANAON ROAD,Corrán Bhaile Gall
BALLYGALL CRESCENT,6,2,2,6,6,604,missing,0,313117,BALLYGALL PARADE,GLASANAON ROAD,missing
BALLYGALL PARADE,3,2,1,6,6,680,missing,0,313118,BALLYGALL CRESCENT,BALLYGALL ROAD WEST,Paráid Bhaile Gall
BALLYGALL PLACE,6,2,2,6,6,147,missing,0,313118,GLASANAON ROAD,BALLYGALL CRESCENT,Plás Bhaile Gall
BALLYGALL ROAD EAST,6,2,2,7,7,72,missing,0,319704,BENEVIN ROAD,GRIFFITH AVENUE EXT.,missing
BALLYGALL ROAD EAST,3,2,2,7,7,1049,missing,0,319704,BENEVIN ROAD,GRIFFITH AVE. EXT.,missing
BALLYGALL ROAD WEST,2,2,1,6,6,420,R103,0,313117,MAIN STREET,GLASNEVIN AVENUE,missing
BALLYGALL ROAD WEST,4,2,2,6,6,72,missing,0,313117,MAIN STREET,GLASNEVIN AVENUE,missing
BALLYGALL ROAD WEST,4,2,3,6,6,454,missing,0,313117,MAIN STREET,GLASNEVIN AVENUE,missing
BALLYHOY AVENUE,6,3,2,6,6,171,missing,0,319902,WADE'S AVENUE,WATERFALL ROAD,Ascaill Bhaile Thuaidh
BALLYMUN ROAD,2,2,1,R03,R03,2710,R108,0,313115,SHANGAN ROAD,OLD FINGLAS ROAD,Bóthar Bhaile Munna
BALLYMUN ROAD,3,2,1,R03,R03,284,missing,0,313115,SHANGAN ROAD,OLD FINGLAS ROAD,Bóthar Bhaile Munna
BALLYNEETY ROAD,6,4,2,4,12,298,missing,0,326214,DECIES ROAD,LANDEN ROAD,Bóthar Bhaile an Fhaoitigh
BALLYSHANNON AVENUE,6,3,2,6,6,45,missing,0,313213,LORCAN ROAD,CASTLETIMON ROAD,Ascaill Bhéal átha Sheanaidh
BALLYSHANNON AVENUE,3,3,2,6,6,177,missing,0,313215,LORCAN GREEN,CASTLETIMON ROAD,Ascaill Bhéal átha Sheanaidh
BALLYSHANNON ROAD,6,3,3,7,7,67,missing,0,313113,TRIM ROAD,BALLYSHANNON AVENUE,Bóthar Bhéal átha Sheanaidh
BALLYSHANNON ROAD,6,3,2,7,7,966,missing,0,313113,TRIM ROAD,BALLYSHANNON AVENUE,Bóthar Bhéal átha Sheanaidh
BANGOR DRIVE,5,4,1,10,18,136,missing,0,326322,CRUMLIN ROAD,OLD COUNTY ROAD,Céide Beannchar
BANGOR ROAD,5,4,1,10,18,790,missing,0,326322,OLD COUNTY ROAD,PODDLE PARK,Bóthar Beannchar
BANGOR ROAD,3,4,1,10,18,159,missing,0,326322,OLD COUNTY ROAD,PODDLE PARK,Bóthar Beannchar
BANN ROAD,6,1,2,11,19,0,missing,0,319702,NORE ROAD,LAGAN ROAD,Bóthar an Bhanna
BANNAVILLE,6,5,2,7,20,168,missing,0,326325,MOUNTPLEASANT AVENUE,MOUNTPLEASANT TERRACE,Bainbhil
BANNOW ROAD,6,1,2,11,19,142,missing,0,319707,FASSAUGH AVENUE,missing,Bóthar an Bhainbh
BANNOW ROAD,4,3,2,11,11,1106,missing,0,319707,FASSAUGH AVENUE,missing,Bóthar an Bhainbh
BANTRY ROAD,6,1,2,14,22,265,missing,0,319705,HOME FARM ROAD,GRIFFITH AVENUE,Bóthar Beanntraí
BARGY ROAD,6,1,2,16,16,280,missing,0,319823,EAST ROAD -,missing,Bóthar Uí Baire
BARNAMORE CRESCENT,6,2,2,5,5,115,missing,0,319702,BARNAMORE PARK,missing,Corran Bhearna Mór
BARNAMORE GROVE,6,2,1,5,5,265,missing,0,319702,BARNAMORE CRESCENT,missing,Garran Bhearna Mór
BARNAMORE PARK,6,2,2,5,5,295,missing,0,319702,ST. HELENA'S ROAD,missing,Páirc Bhearna Mór
BARRACK LANE,6,2,3,17,,124,missing,0,313117,CHURCH STREET FINGLAS,missing,Lána na Bearraire
BARRACK LANE,7,5,2,17,30,54,missing,0,326414,IRISHTOWN ROAD,BATH STREET,Lána na Bearraire
BARRON PLACE,7,1,2,14,22,40,missing,0,319710,O NEACHTAIN,missing,Plás Barún
BARROW ROAD,6,1,2,11,19,239,missing,0,319708,LAGAN ROAD,MOYLE ROAD,Bóthar Bearbha
BARROW STREET,4,5,1,16,29,162,missing,0,326412,RINGSEND ROAD,GRAND CANAL STREET UPPER,Sráid Bearbha
BARROW STREET,4,5,2,16,29,281,missing,0,326412,RINGSEND ROAD,GRAND CANAL STREET UPPER,Sráid Bearbha
BARRY AVENUE,6,2,2,1,1,576,missing,0,313111,CASEMENT ROAD,CAPPAGH ROAD,Ascaill de Barra
BARRY CLOSE,6,2,1,,,100,missing,1995,313111,BARRY DRIVE,missing,Clós de Barra
BARRY DRIVE,6,2,2,1,1,254,missing,0,313111,CAPPAGH AVENUE,BARRY AVENUE,Céide de Barra
BARRY GREEN,6,2,2,1,1,124,missing,0,313111,BARRY PARK,KILDONAN ROAD,Faiche de Barra
BARRY PARK,6,2,2,1,1,466,missing,0,313111,BARRY ROAD,BARRY GREEN,Páirc de Barra
BARRY ROAD,3,2,1,1,1,311,missing,0,313111,KILDONAN ROAD,BARRY AVENUE,Bóthar de Barra
BARRYSCOURT ROAD,6,3,3,3,3,124,missing,0,313209,GREENCASTLE ROAD,OSCAR TRAYNOR ROAD,Bóthar Chúirt de Barra
BARRYSCOURT ROAD,4,3,2,3,3,361,missing,0,313209,GREENCASTLE ROAD,OSCAR TRAYNOR ROAD,Bóthar Chúirt de Barra
BARRYSCOURT ROAD,5,3,2,3,3,0,missing,0,313209,GREENCASTLE ROAD,OSCAR TRAYNOR ROAD,Bóthar Chúirt de Barra
BASIN STREET LOWER,6,4,2,2,2,160,missing,0,326313,JAMES STREET,BASIN STREET UPPER,missing
BASIN STREET UPPER,6,4,1,2,2,566,missing,0,326313,BASIN STREET LOWER,missing,missing
BASS PLACE,6,5,1,20,12,81,missing,0,326406,BOYNE STREET,FENIAN STREET,Plás Bhas
BATH AVENUE,2,5,1,16,29,505,R111,0,326413,SHELBOURNE ROAD,LONDONBRIDGE ROAD,Ascaill an Ionnlait
BATH AVENUE GARDENS,6,5,2,16,29,130,missing,0,326413,BATH AVENUE,DERRYNANE GARDENS,Gairdíní Ascaill an Lonnlait
BATH AVENUE PLACE,6,5,2,16,29,82,missing,0,326413,BATH AVENUE,SOUTH LOTTS ROAD,Plás Ascaill an Ionnlait
BATH LANE,7,1,2,10,10,70,missing,0,319725,HILL STREET,missing,Lána an Ionnlait
BATH STREET,2,5,2,R08,R19,246,R802,0,326414,IRISHTOWN ROAD,CHURCH AVENUE,Sráid an Ionnlait
BAYMOUNT PARK,6,3,2,16,16,348,missing,0,313907,MOUNT PROSPECT AVENUE,missing,Páirc árd an Cuain
BAYVIEW AVENUE,6,1,1,13,13,264,missing,0,319817,BALLYBOUGH ROAD,NORTH STRAND ROAD,Ascaill Radharc an  Chuain
BEACH AVENUE,6,5,3,17,30,87,missing,0,326414,BEACH ROAD,missing,Ascaill an Chladaigh
BEACH DRIVE,6,5,2,17,30,88,missing,0,326419,BEACH ROAD,missing,Céide an Chladaigh
BEACH ROAD,2,5,2,R08,R19,909,R131,0,326414,CHURCH AVENUE,NEWGROVE AVENUE,Bóthar an Chladaigh
BEAUMONT CRESCENT,6,3,2,6,6,279,missing,0,313218,BEAUMONT ROAD,missing,Corrán Beaumont
BEAUMONT GROVE,6,3,2,6,6,222,missing,0,313217,BEAUMONT ROAD,missing,Garran Beaumont
BEAUMONT ROAD,6,3,2,6,6,90,missing,0,313217,COLLINS AVENUE WEST,missing,Bóthar Beaumont
BEAUMONT ROAD,3,3,2,6,6,939,missing,0,313217,COLLINS AVENUE WEST,missing,Bóthar Beaumont
BEAUMONT ROAD,3,3,1,6,6,160,missing,0,313217,COLLLINS AVENUE WEST,missing,Bóthar Beaumont
BEAUVALE PARK,6,3,2,7,7,726,missing,0,313219,SKELLYS LANE,missing,missing
BEAVER CLOSE,6,1,4,14,14,0,missing,1995,319821,BEAVER STREET,missing,missing
BEAVER ROW,4,5,1,12,25,422,missing,0,332908,DONNYBROOK ROAD,CITY BOUNDARY,missing
BEAVER STREET,6,1,3,14,14,109,missing,0,319821,FOLEY STREET,RAILWAY STREET,Sráid na mBéabhar
BEDFORD LANE,7,5,2,9,1,76,missing,0,326310,BEDFORD ROW,ASTON PLACE,Lána Bedford
BEDFORD ROW,4,5,1,9,1,62,missing,0,326310,FLEET STREET,ASTON QUAY,Rae Bedford
BEECH HILL AVENUE,6,5,2,12,25,539,missing,0,332908,BEECH HILL DRIVE,BEAVER ROW,Ascaill Cnoc Bheitheach
BEECH HILL DRIVE,6,5,2,12,25,503,missing,0,332908,BEECH HILL AVENUE,missing,Céide Cnoc Bheitheach
BEECH HILL ROAD,4,5,1,12,25,166,missing,0,332907,CLONSKEAGH ROAD,BEAVER ROAD,Bóthar Cnoc Bheitheach
BEECHLAWN AVENUE,6,3,2,9,9,361,missing,0,313215,OSCAR TRAYNOR ROAD,KILMORE ROAD,missing
BEECHLAWN GREEN,6,3,2,9,9,412,missing,0,313215,COOLOCK AVENUE,ST.BRENDANS TERRACE,missing
BEECHLAWN GROVE,6,3,2,9,9,12,missing,0,313215,BEECHLAWN GREEN,ST BRENDANS TERRACE,missing
BEECHBROOK GROVE,6,3,2,4,4,77,missing,0,313308,KILFENORA AVENUE,missing,Garrán Shruthán na bhFeánna
BEECHDALE MEWS,7,5,2,8,21,0,missing,0,332906,PALMERSTON ROAD,missing,Eachlann Gleanntán Bheitheach
BEECHLAWN CLOSE,6,3,3,9,9,230,missing,0,313215,KILMORE DRIVE,BEECH LAWN GROVE,Clós Phlásóg na bhFeánna
BEECHLAWN GROVE,6,3,3,9,9,183,missing,0,313215,KILMORE DRIVE,BEECHLAWN GREEN,missing
BEECHMOUNT COURT,6,1,1,13,21,0,missing,0,319705,GLASNEVIN HILL,missing,missing
BEECHPARK AVENUE,6,3,3,9,9,234,missing,0,313215,COOLOCK VILLAGE,BRENDAN TERRACE,Ascaill na Feapháirc
BEECHPARK COURT,6,3,1,9,9,209,missing,0,313215,COLOCK VILLAGE,missing,Cúirt na Feápháirc
BEECHWOOD AVENUE LOWER,3,5,1,8,21,398,missing,0,332901,RANELAGH,BEECHWOOD AVENUE LOWER,Ascaill Choill na bhFeánna Iocht
BEECHWOOD AVENUE UPPER,6,5,1,8,21,323,missing,0,332901,BEECHWOOD ROAD,ALBANY ROAD,Ascaill Choill na bhFeánna Uacht
BEECHWOOD PARK,6,5,2,8,21,115,missing,0,332901,DUNVILLE AVENUE,missing,Páirc Coillbheathach
BEECHWOOD ROAD,3,5,3,8,21,133,missing,0,332801,BEECHWOOD AVENUE LOWER,MOUNTAIN VIEW ROAD,Bóthar Choill na bhFeánna
BEGGAR'S BUSH COURT,6,5,1,,,0,missing,1995,326413,SHELBOURNE ROAD,missing,missing
BELCAMP GARDENS,6,3,3,2,2,539,missing,0,313205,BELCAMP CRESCENT,missing,missing
BELCAMP GREEN,6,2,3,2,2,318,missing,1985,313205,DARNDALE SERVICE ROAD,BELCAMP AVENUE,missing
BELCAMP GROVE,6,3,3,2,2,136,missing,0,313205,DARNDALE SERVICE ROAD,missing,missing
BELCAMP GROVE,5,3,3,2,2,216,missing,0,313205,DARNDALE SERVICE ROAD,missing,missing
BELCAMP LANE,1,3,1,2,2,2500,N032,0,313301,MALAHIDE ROAD,CO. BOUNDARY,missing
BELCLARE AVENUE,6,2,3,2,2,359,missing,0,313109,BELCLARE CRESCENT,missing,Ascaill Bhéal Chláir
BELCLARE CRESCENT,6,2,3,2,2,480,missing,0,313109,BELCLARE DRIVE,missing,Corrán Bhéal Chláir
BELCLARE DRIVE,6,2,3,2,2,328,missing,0,313109,BALBUTCHER LANE,BELCLARE LANE,Céide Bhéal Chláir
BELCLARE GREEN,6,2,3,2,2,246,missing,0,313109,BELCLARE DRIVE,BELCLARE LAWNS,Faiche Bhéal Chláir
BELCLARE GROVE,6,2,3,2,2,110,missing,0,313109,BELCLARE DRIVE,BELCLARE WAY,Garrán Bhéal Chláir
BELCLARE LAWNS,6,2,3,2,2,106,missing,0,313109,BELCLARE GREEN,missing,Plásóga Bhéal Chláir
BELCLARE PARK,6,2,3,2,2,883,missing,0,313103,BALBUTCHER LANE,missing,Páirc Bhéal Chláir
BELCLARE TERRACE,6,2,3,2,2,71,missing,0,313109,BELCLARE AVENUE,missing,Ardán Bhéal Chláir
BELCLARE WAY,6,2,3,2,2,101,missing,0,313109,BELCLARE GROVE,BELCLARE GREEN,missing
BELGRAVE AVENUE,3,5,1,8,21,113,missing,0,332805,BELGRAVE ROAD,BELGRAVE SQUARE EAST,Ascaill Belgrave
BELGRAVE PLACE,6,5,3,8,21,44,missing,0,332907,CONTINUATION OF BELGRAVE SQUARE STH.,missing,Plás  Belgrave
BELGRAVE ROAD,4,5,3,8,21,299,missing,0,332805,CHURCH AVENUE,DUNVILLE AVENUE,Bóthar Belgrave
BELGRAVE SQUARE EAST,3,5,1,8,21,195,missing,0,332806,BELGRAVE AVENUE,BELGRAVE SQUARE NORTH,Cearnóg Belgrave Thoir
BELGRAVE SQUARE NORTH,4,5,1,8,21,92,missing,0,332805,BELGRAVE SQUARE EAST,BELGRAVE SQUARE WEST,Cearnóg Belgrave Thuaidh
BELGRAVE SQUARE SOUTH,6,5,3,8,21,72,missing,0,332805,BELGRAVE PLACE,BELGRAVE SQUARE EAST,Cearnóg Belgrave Theas
BELGRAVE SQUARE WEST,6,5,3,8,21,165,missing,0,332805,CASTLEWOOD AVENUE,BELGRAVE PLACE,Cearnóg Belgrave Thiar
BELGROVE LAWN,6,4,2,4,12,0,missing,0,326203,BELGROVE PARK,LUCAN ROAD,Plasóg Sárchoille
BELGROVE PARK,6,4,2,4,12,226,missing,0,326203,BELGROVE LAWN,LUCAN ROAD,Páirc Sárchoille
BELGROVE ROAD,6,3,2,15,15,250,missing,0,319820,KINCORA ROAD,CLONTARF RAOD,Bóthar Sárchoille
BELGROVE ROAD,6,3,1,15,15,79,missing,0,319820,KINCORA ROAD,CLONTARF ROAD,Bóthar Sárchoille
BELLA AVENUE,6,1,3,14,14,32,missing,0,319821,BELLA STREET,missing,Ascaill Náible
BELLA PLACE,6,1,2,14,14,77,missing,0,319821,OFF BELLA STREET,missing,Plás Náible
BELLA STREET,6,1,2,14,14,112,missing,0,319821,BUCKINGHAM STREET UPPER,RUTLAND STREET LOWER,Sráid Náible
BELLEVILLE AVENUE,6,5,2,5,18,118,missing,0,332915,RATHGAR ROAD,missing,missing
BELLEVUE AVENUE,6,5,3,14,27,147,missing,0,332805,OFF MERRION ROAD,missing,Ascaill an tSárRadhairc
BELLEVUE PARK AVENUE,6,5,1,14,27,0,missing,0,332915,BELLEVUE PARK,missing,missing
BELLEVUE PARK INDUSTRIAL ESTATE,6,2,1,5,5,0,missing,0,319703,GRIFFITH AVENUE EXTENSION,missing,missing
BELLMANS WALK,6,1,1,16,16,100,missing,1994,326402,FERRYMANS CROSSING,missing,missing
BELLS LANE,7,5,4,18,10,54,missing,0,326411,ELY PLACE UPPER,missing,missing
BELMONT AVENUE,4,5,3,11,24,511,missing,0,332902,MOREHAMPTON ROAD,SANDFORD ROAD,missing
BELMONT COURT,6,5,2,11,24,20,missing,0,332902,BELMONT AVENUE,missing,Cúirt Belmont
BELMONT GARDENS,6,5,2,11,24,255,missing,0,332902,BELMONT AVENUE,missing,Gairdíní Belmont
BELMONT PARK,6,5,3,11,24,66,missing,0,313317,BELMONT AVENUE,missing,Páirc Belmont
BELMONT PARK,6,3,1,11,11,997,missing,0,332902,RAHENY ROAD,missing,Páirc Belmont
BELMONT PLACE,7,1,2,9,9,55,missing,0,319821,GARDINER STREET MIDDLE,missing,Plás Belmont
BELMONT VILLAS,6,5,2,11,24,139,missing,0,332902,BELMONT AVENUE,missing,Bailtíní Belmont
BELTON PARK AVENUE,6,3,2,13,13,232,missing,0,319803,OFF BELTON PARK ROAD,missing,Ascaill Pháirc Bhéalatúin
BELTON PARK GARDENS,6,3,2,13,13,241,missing,0,319803,OFF BELTON PARK ROAD,missing,Páirc Ghairdíní Bhéalatúin
BELTON PARK ROAD,5,3,2,13,13,119,missing,0,319803,DONNYCARNEY ROAD,COLLINS AVENUE,Páirc Bhóthar Bhealatúin
BELTON PARK ROAD,5,3,1,13,13,184,missing,0,319803,DONNYCARNEY ROAD,COLLINS AVENUE,Páirc Bhóthar Bhealatúin
BELTON PARK VILLAS,6,3,2,13,13,42,missing,0,319803,DONNYCARNEY ROAD,missing,Páirc Bhailtíní Bhealatúin
BELVIDERE AVENUE,6,1,3,9,9,66,missing,0,319725,COLLEGE PLACE,NORTH CIRCULAR ROAD,Ascaill Belbhidír
BELVIDERE COURT,7,1,3,9,9,150,missing,0,319725,BELVIDERE PLACE,GARDINER STREET UPPER,Cúirt Belbhidír
BELVEDERE PLACE,4,1,1,9,9,190,missing,0,319716,MOUNTJOY SQUARE,NORTH CIRCULAR ROAD,Plás Belbhidír
BELVIDERE ROAD,3,1,1,8,8,203,missing,0,319720,DORSET ST LOWER,NORTH CIRCULAR ROAD,Bóthar Belbhidír
BELVIEW,4,4,4,2,2,156,missing,0,326313,CRANE STREET,ROBERT STREET,missing
BEN EDAIR ROAD,6,1,3,1,1,183,missing,0,319723,GODFREY PLACE,HALLIDAY ROAD,Bóthar Bhinn éadair
BENBULBIN AVENUE,6,4,2,8,16,114,missing,0,326321,BENBULBIN ROAD,LISSADEL AVENUE,Ascaill Binn Gulbain
BENBULBIN ROAD,6,4,2,8,16,576,missing,0,326316,DAVITT ROAD,KNOCKNAREA AVENUE,Bóthar Bhinn Ghulbain
BENBURB STREET,4,1,2,1,1,289,missing,0,326303,QUEEN STREET,LIFFEY STREET WEST,Sráid Bhinne Buirbe
BENBURB STREET,4,1,2,1,1,183,missing,0,326303,QUEEN STREET,LIFFEY STREET WEST,Sráid Bhinne Buirbe
BENBURB STREET,4,1,1,1,1,131,missing,0,326303,QUEEN STREET,LIFFEY STREET WEST,Sráid Bhinne Buirbe
BENEAVIN COURT,6,2,1,6,6,145,missing,1992,313124,BALLYGALL RROAD EAST,missing,missing
BENEAVIN DRIVE,6,2,2,7,7,222,missing,0,313119,BALLYMUN AVENUE,BENEAVIN ROAD,Céide Bheannaoibhinn
BENEAVIN PARK,6,2,2,6,6,396,missing,0,313118,BENEAVIN ROAD,missing,Páirc Beannaoibhinn
BENEAVIN ROAD,3,2,1,6,6,375,missing,0,326316,BALLYGALL ROAD EAST,BALLYMUN AVENUE,Bóthar Bheannaoibhinn
BENMADIGAN ROAD,6,4,2,8,16,889,missing,0,326316,BENBULBIN ROAD,missing,Bóthar Bheann Mhadagáin
BENSON STREET,4,5,1,23,15,191,missing,0,326408,SIR JOHN ROGERSON'S QUAY,HANOVER QUAY,Sráid ó Beannacháin
BERESFORD AVENUE,6,3,1,15,17,352,missing,1989,319806,GRIFFITH AVENUE,missing,missing
BERESFORD GREEN,6,3,1,15,17,94,missing,1989,319806,BERESFORD AVENUE,missing,missing
BERESFORD LANE,6,1,1,15,15,255,missing,0,326401,GARDINER STREET LOWER,missing,Lána Dúinsméara
BERESFORD LAWN,6,3,1,15,17,83,missing,1989,319806,BERESFORD AVENUE,missing,missing
BERESFORD PLACE,2,1,1,R11,R11,212,R105,0,326401,EDEN QUAY,STORE STREET,Plás Dúinsméara
BERESFORD STREET,4,1,2,7,7,228,missing,0,326304,NORTH KING STREET,MARY'S LANE,Sráid Dúinsméara
BERKELEY AVENUE,7,1,3,5,5,125,missing,0,319720,BERKELEY ROAD,NELSON STREET,Ascaill Bearclí
BERKELEY PLACE,7,1,3,5,5,105,missing,0,319725,BERKELEY ROAD,missing,Plás Bearclí
BERKELEY ROAD,1,1,1,5,5,339,N002,0,319720,N.C.R.,BERKELEY AVENUE,Bóthar Bheirclí
BERKELEY STREET,1,1,1,5,5,109,N002,0,319725,BERKELEY ROAD,BLESSINGTON STREET,Sráid Bearclí
BERRYFIELD CRESCENT,6,2,1,5,5,100,missing,0,313121,BERRYFIELD ROAD,missing,Corrán Ghort na Sméara
BERRYFIELD DRIVE,6,2,1,5,5,153,missing,0,313121,BERRYFIELD ROAD,missing,Céide Ghort na Sméar
BERRYFIELD ROAD,6,2,1,5,5,565,missing,0,313121,BERRYFIELD CRESCENT,missing,Bóthar Ghort na Sméar
BESSBOROUGH AVENUE,6,1,1,16,16,205,missing,0,319822,NORTH STRAND ROAD,missing,Ascaill Beasbra
BESSBOROUGH PARADE,6,5,2,7,20,133,missing,0,326325,MOUNT PLEASANT AVENUE UPPER,missing,Paráid Beasbra
BETHESDA PLACE,7,1,2,11,11,55,missing,0,319725,DORSET STREET UPPER,missing,missing
BETTYGLEN,6,3,2,12,12,1040,missing,0,313323,MAYWOOD GROVE,missing,missing
BETTYSTOWN AVENUE,6,3,2,16,16,249,missing,0,313324,ALL SAINT'S ROAD,HOWTH ROAD,Ascail Baile an Bhiataigh
BIGGER ROAD,6,4,2,10,18,193,missing,0,332710,CROMWELLSFORT ROAD,WALLACE ROAD,missing
BISHOP STREET,4,5,1,10,2,203,missing,0,326315,BRIDE STREET,AUNGIER STREET,Sráid an Easpaig
BLACK STREET,6,1,3,1,1,83,missing,0,326302,SULLIVAN STREET,FINDLATER STREET,Sráid Mac Duibh
BLACKBERRY LANE,7,5,2,7,20,67,missing,0,326325,RATHMINES ROAD LOWER,missing,Lána na Sméar
BLACKDITCH DRIVE,3,4,2,2,10,171,missing,0,326212,CLADDAGH ROAD,BALLYFERMOT ROAD,Céide Dubhchlaí
BLACKDITCH ROAD,4,4,3,2,10,616,missing,0,326211,LE FANU ROAD,CHERRY ORCHARD AVENUE,Bóthar Dubhchlaí
BLACKDITCH ROAD,4,4,2,2,10,970,missing,0,326211,LE FANU ROAD,CHERRY ORCHARD AVENUE,Bóthar Dubhchlaí
BLACKHALL PARADE,6,1,1,3,3,107,missing,0,326304,BLACKHALL STREET,missing,Paráid Blackhall
BLACKHALL PLACE,2,1,1,R06,R06,352,R805,0,326304,NORTH KING STREET,ELLIS QUAY,Plás Blackhall
BLACKHALL STREET,4,1,3,3,3,138,missing,0,326304,BLACKHALL PLACE,QUEEN STREET,Sráid Blackhall
BLACKHEATH AVENUE,6,3,2,15,15,146,missing,0,319815,BLACKHEATH PARK,missing,Ascaill Dubh Fhraoich
BLACKHEATH COURT,6,3,2,15,15,55,missing,0,319911,BLACKHEATH PARK,missing,Cúirt Dubh Fhraoich
BLACKHEATH DRIVE,6,3,2,15,15,147,missing,0,319815,BLACKHEATH PARK,missing,Céide Dubh Fhraoich
BLACKHEATH GARDENS,6,3,2,15,15,192,missing,0,319815,CASTLE AVENUE,missing,Gairdíní Dubh Fhraoich
BLACKHEATH GROVE,7,3,3,15,15,0,missing,0,319815,BLACKHEATH PARK,missing,Garrán Dubh Fhraoich
BLACKHEATH PARK,3,3,1,15,15,611,missing,0,319805,VERNON AVENUE,CASTLE AVENUE,Páirc an Fhraoich
BLACKHORSE AVENUE,2,1,2,10,18,103,R806,0,319609,N.C.R.,CO.BOUNDARY,Ascaill an Chiarduibh
BLACKHORSE AVENUE,2,1,1,10,18,2380,R806,0,319609,N.C.R.,CO.BOUNDARY,Ascaill an Chiarduibh
BLACKHORSE GROVE,6,1,1,10,18,280,missing,0,319723,BLACKHORSE AVENUE,missing,Garrán an Chiarduibh
BLACKPITTS,4,4,2,7,7,98,missing,0,326314,NEW ROW,CLARENCE MANGAN ROAD,Na Cuithí Dubha
BLACKPITTS,4,4,3,7,7,258,missing,0,326314,NEW ROW,CLARENCE MANGAN ROAD,Na Cuithí Dubha
BLACKWATER ROAD,6,1,2,11,19,212,missing,0,319708,MOYLE ROAD,LAGAN ROAD,Bóthar Abba Mhór
BLADDER ALLEY,7,1,4,7,7,19,missing,0,326310,ARRAN STREET EAST,missing,Scabhat an Lamhnáin
BLARNEY PARK,6,4,1,10,18,458,missing,0,332807,CLOYNE ROAD,TONGUEFIELD ROAD,Páirc Blarna
BLESSINGTON COURT,6,1,2,5,5,92,missing,0,319725,BLESSINGTON STREET,BLESSINGTON PLACE,Cúirt Bhaile Coimín
BLESSINGTON LANE,6,1,3,5,5,115,missing,0,319725,MOUNTJOY STREET,missing,Lána Bhaile Coimín
BLESSINGTON PLACE,6,1,3,5,5,73,missing,0,319725,ST.JOSEPHS PLACE,BLESSINGTON COURT,Plás Bhaile Coimín
BLESSINGTON PLACE,6,1,3,5,5,112,missing,0,319725,ST.JOSEPHS PLACE,BLESSINGTON COURT,Plás Bhaile Coimín
BLESSINGTON STREET,5,1,3,5,5,120,missing,0,319725,DORSET STREET,missing,Sráid Bhaile Coimín
